1.Nc3 Nf6 2.e4 e5 3.f4 d5 4.fxe5 Nxe4 
1.c4 Nf6 2.Nc3 e5 3.Nf3 Nc6 4.g3 d5 
1.c4 Nf6 2.Nc3 e5 3.e3 Bb4 4.Nge2 O-O 
1.c4 Nf6 2.Nc3 e5 3.e3 Nc6 4.a3 g6 
1.c4 Nf6 2.Nc3 e6 3.Nf3 c5 4.g3 b6 
1.c4 Nf6 2.Nc3 e6 3.Nf3 d5 4.d4 Be7 
1.c4 Nf6 2.Nc3 e6 3.Nf3 d5 4.d4 dxc4 
1.c4 Nf6 2.Nc3 e6 3.d4 Bb4 4.Qc2 O-O 
1.c4 Nf6 2.Nc3 e6 3.e4 d5 4.e5 d4 
1.c4 Nf6 2.Nc3 g6 3.g3 Bg7 4.Bg2 O-O 
1.c4 Nf6 2.Nf3 e6 3.b3 b6 4.g3 Bb7 
1.c4 Nf6 2.Nf3 g6 3.Nc3 d5 4.cxd5 Nxd5 
1.c4 Nf6 2.Nf3 g6 3.b3 d6 4.Bb2 e5 
1.c4 Nf6 2.d4 c6 3.Bf4 Qb6 4.Qd2 Ne4 
1.c4 Nf6 2.d4 c6 3.Bf4 Qb6 4.Qd2 d5 
1.c4 Nf6 2.d4 e6 3.Nc3 Bb4 4.Qc2 O-O 
1.c4 Nf6 2.g3 c6 3.Bg2 d5 4.Nf3 g6 
1.c4 Nf6 2.g3 c6 3.Nf3 d5 4.b3 Bg4 
1.c4 Nf6 2.g3 e6 3.Bg2 d5 4.Nf3 dxc4 
1.c4 b6 2.Nc3 Bb7 3.e4 e5 4.Nf3 Nc6 
1.c4 b6 2.Nf3 Bb7 3.Nc3 e6 4.e4 g6 
1.c4 c5 2.Nc3 Nc6 3.Nf3 Nf6 4.g3 d5 
1.c4 c5 2.Nc3 Nc6 3.g3 g6 4.Bg2 Bg7 
1.c4 c5 2.Nc3 Nf6 3.g3 d5 4.cxd5 Nxd5 
1.c4 c5 2.Nc3 g6 3.e3 Bg7 4.d4 Nf6 
1.c4 c5 2.Nc3 g6 3.g3 Bg7 4.Bg2 Nc6 
1.c4 c5 2.Nf3 Nc6 3.Nc3 Nd4 4.Ne5 Nc6 
1.c4 c5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 cxd4 
1.c4 c5 2.Nf3 Nc6 3.Nc3 Nf6 4.e3 e5 
1.c4 c5 2.Nf3 Nc6 3.Nc3 Nf6 4.e3 e6 
1.c4 c5 2.Nf3 Nc6 3.Nc3 Nf6 4.g3 d5 
1.c4 c5 2.Nf3 Nc6 3.Nc3 Nf6 4.g3 e6 
1.c4 c5 2.Nf3 Nc6 3.Nc3 Nf6 4.g3 g6 
1.c4 c5 2.Nf3 Nc6 3.Nc3 e5 4.g3 g6 
1.c4 c5 2.Nf3 Nc6 3.Nc3 g6 4.d4 cxd4 
1.c4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6 
1.c4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 e6 
1.c4 c5 2.Nf3 Nc6 3.e3 Nf6 4.d4 cxd4 
1.c4 c5 2.Nf3 Nc6 3.e3 e5 4.Nc3 Nf6 
1.c4 c5 2.Nf3 Nf6 3.Nc3 Nc6 4.d4 cxd4 
1.c4 c5 2.Nf3 Nf6 3.Nc3 Nc6 4.e3 e6 
1.c4 c5 2.Nf3 Nf6 3.Nc3 Nc6 4.g3 g6 
1.c4 c5 2.Nf3 Nf6 3.Nc3 d5 4.cxd5 Nxd5 
1.c4 c5 2.Nf3 Nf6 3.Nc3 e6 4.e4 Nc6 
1.c4 c5 2.Nf3 Nf6 3.Nc3 e6 4.g3 b6 
1.c4 c5 2.Nf3 Nf6 3.d4 cxd4 4.Nxd4 Nc6 
1.c4 c5 2.Nf3 Nf6 3.d4 cxd4 4.Nxd4 a6 
1.c4 c5 2.Nf3 Nf6 3.d4 cxd4 4.Nxd4 e6 
1.c4 c5 2.Nf3 Nf6 3.g3 Nc6 4.Bg2 d5 
1.c4 c5 2.Nf3 Nf6 3.g3 b6 4.Bg2 Bb7 
1.c4 c5 2.Nf3 Nf6 3.g3 d5 4.cxd5 Nxd5 
1.c4 c5 2.b3 Nf6 3.Bb2 Nc6 4.Nf3 d5 
1.c4 c5 2.b3 Nf6 3.Bb2 e6 4.Nf3 Be7 
1.c4 c5 2.g3 Nc6 3.Bg2 g6 4.Nc3 Bg7 
1.c4 c5 2.g3 g6 3.Bg2 Bg7 4.Nc3 Nc6 
1.c4 c5 2.g3 g6 3.Bg2 Bg7 4.Nc3 Nf6 
1.c4 c5 2.g3 g6 3.Bg2 Bg7 4.Nf3 Nc6 
1.c4 c6 2.Nf3 d5 3.e3 Nf6 4.Nc3 Nbd7 
1.c4 c6 2.Nf3 d5 3.e3 Nf6 4.b3 Bg4 
1.c4 c6 2.Nf3 d5 3.e3 Nf6 4.b4 Bg4 
1.c4 c6 2.Nf3 d5 3.g3 Bg4 4.Ne5 Be6 
1.c4 c6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Bf5 
1.c4 c6 2.Nf3 d5 3.g3 g6 4.Qa4 d4 
1.c4 c6 2.b3 d5 3.Bb2 Bg4 4.g3 e6 
1.c4 c6 2.d4 d5 3.Nf3 Nf6 4.Nc3 e6 
1.c4 c6 2.d4 d5 3.cxd5 cxd5 4.Bf4 Nc6 
1.c4 c6 2.e4 d5 3.exd5 cxd5 4.cxd5 Nf6 
1.c4 c6 2.e4 d5 3.exd5 cxd5 4.d4 Nf6 
1.c4 e5 2.Nc3 Bb4 3.Nd5 Ba5 4.b4 c6 
1.c4 e5 2.Nc3 Bb4 3.Nd5 Bc5 4.Nf3 e4 
1.c4 e5 2.Nc3 Bb4 3.Nd5 Bc5 4.e3 Nf6 
1.c4 e5 2.Nc3 Bb4 3.Nd5 Bd6 4.d4 c6 
1.c4 e5 2.Nc3 Nc6 3.Nf3 f5 4.d4 e4 
1.c4 e5 2.Nc3 Nc6 3.g3 f5 4.Bg2 Nf6 
1.c4 e5 2.Nc3 Nf6 3.Nf3 Nc6 4.a3 d5 
1.c4 e5 2.Nc3 Nf6 3.Nf3 Nc6 4.d3 Bb4 
1.c4 e5 2.Nc3 Nf6 3.Nf3 Nc6 4.d3 d5 
1.c4 e5 2.Nc3 Nf6 3.Nf3 Nc6 4.d4 exd4 
1.c4 e5 2.Nc3 Nf6 3.Nf3 Nc6 4.g3 Nd4 
1.c4 e5 2.Nc3 Nf6 3.Nf3 Nc6 4.g3 d5 
1.c4 e5 2.Nc3 Nf6 3.Nf3 Nc6 4.g3 g6 
1.c4 e5 2.Nc3 Nf6 3.g3 d5 4.cxd5 Nxd5 
1.c4 e5 2.Nc3 d6 3.Nf3 f5 4.d4 e4 
1.c4 e5 2.Nc3 d6 3.d4 exd4 4.Qxd4 Nc6 
1.c4 e5 2.Nc3 d6 3.g3 Nc6 4.Nf3 g5 
1.c4 e5 2.Nc3 d6 3.g3 f5 4.d4 e4 
1.c4 e5 2.d3 Nf6 3.Nf3 Bb4 4.Nbd2 Qe7 
1.c4 e5 2.d3 Nf6 3.Nf3 Nc6 4.a3 d5 
1.c4 e5 2.d3 Nf6 3.Nf3 Nc6 4.a3 g6 
1.c4 e5 2.d3 g6 3.Nc3 Bg7 4.g3 Ne7 
1.c4 e5 2.d3 g6 3.Nc3 Bg7 4.g3 d6 
1.c4 e5 2.g3 Nc6 3.Bg2 g6 4.Nc3 Bg7 
1.c4 e5 2.g3 Nf6 3.Bg2 Bc5 4.e3 O-O 
1.c4 e5 2.g3 Nf6 3.Bg2 d5 4.cxd5 Nxd5 
1.c4 e5 2.g3 Nf6 3.Bg2 h6 4.Nc3 Bb4 
1.c4 e5 2.g3 f5 3.d4 exd4 4.Qxd4 Nc6 
1.c4 e6 2.Nc3 Bb4 3.Qb3 Ba5 4.Nf3 Nf6 
1.c4 e6 2.Nc3 Bb4 3.Qb3 Ba5 4.Nf3 c5 
1.c4 e6 2.Nc3 Bb4 3.Qc2 c5 4.a3 Bxc3 
1.c4 e6 2.Nc3 Nf6 3.Nf3 d5 4.d4 Be7 
1.c4 e6 2.Nc3 Nf6 3.e4 d5 4.cxd5 exd5 
1.c4 e6 2.Nc3 Nf6 3.e4 d5 4.e5 d4 
1.c4 e6 2.Nc3 b6 3.Nf3 Bb7 4.g3 Bb4 
1.c4 e6 2.Nc3 b6 3.d4 Bb4 4.e4 Bb7 
1.c4 e6 2.Nc3 c5 3.Nf3 Nf6 4.g3 b6 
1.c4 e6 2.Nc3 d5 3.cxd5 exd5 4.d4 c6 
1.c4 e6 2.Nc3 d5 3.d4 Bb4 4.Nf3 Nf6 
1.c4 e6 2.Nc3 d5 3.d4 Be7 4.cxd5 exd5 
1.c4 e6 2.Nc3 d5 3.d4 Nf6 4.Bg5 Be7 
1.c4 e6 2.Nc3 d5 3.d4 Nf6 4.Nf3 Be7 
1.c4 e6 2.Nc3 d5 3.d4 Nf6 4.Nf3 Nbd7 
1.c4 e6 2.Nc3 d5 3.d4 Nf6 4.Nf3 c5 
1.c4 e6 2.Nc3 d5 3.d4 Nf6 4.cxd5 Nxd5 
1.c4 e6 2.Nc3 d5 3.d4 Nf6 4.cxd5 exd5 
1.c4 e6 2.Nc3 d5 3.d4 c5 4.cxd5 exd5 
1.c4 e6 2.Nc3 d5 3.d4 c6 4.Nf3 Nf6 
1.c4 e6 2.Nc3 d5 3.d4 c6 4.e4 dxe4 
1.c4 e6 2.Nf3 Nf6 3.b3 b6 4.Bb2 Bb7 
1.c4 e6 2.Nf3 Nf6 3.g3 d5 4.Bg2 Be7 
1.c4 e6 2.Nf3 Nf6 3.g3 d5 4.b3 Be7 
1.c4 e6 2.Nf3 b6 3.g3 Bb7 4.Bg2 Nf6 
1.c4 e6 2.Nf3 d5 3.b3 Nf6 4.Bb2 c5 
1.c4 e6 2.Nf3 d5 3.b3 Nf6 4.g3 Be7 
1.c4 e6 2.Nf3 d5 3.b3 Nf6 4.g3 d4 
1.c4 e6 2.Nf3 d5 3.cxd5 exd5 4.g3 Nf6 
1.c4 e6 2.Nf3 d5 3.d4 Nf6 4.Nc3 c5 
1.c4 e6 2.Nf3 d5 3.d4 Nf6 4.g3 Bb4 
1.c4 e6 2.Nf3 d5 3.e3 Nf6 4.Nc3 Be7 
1.c4 e6 2.Nf3 d5 3.g3 dxc4 4.Bg2 Nd7 
1.c4 e6 2.Nf3 f5 3.g3 Nf6 4.Bg2 d5 
1.c4 e6 2.Nf3 g6 3.d4 Bg7 4.Nc3 Ne7 
1.c4 e6 2.d4 d5 3.Nc3 Nf6 4.cxd5 exd5 
1.c4 e6 2.g3 d5 3.Bg2 Nf6 4.Nf3 Be7 
1.c4 e6 2.g3 d5 3.Bg2 Nf6 4.Nf3 dxc4 
1.c4 f5 2.Nf3 Nf6 3.g3 g6 4.b4 Bg7 
1.c4 g6 2.Nc3 Bg7 3.g3 e5 4.Bg2 d6 
1.c4 g6 2.Nc3 c5 3.g3 Bg7 4.Bg2 Nc6 
1.c4 g6 2.d4 Bg7 3.Nc3 Nf6 4.g3 d5 
1.c4 g6 2.d4 Bg7 3.e4 d6 4.Nc3 Nf6 
1.c4 g6 2.g3 Bg7 3.Bg2 Nf6 4.Nc3 O-O 
1.d4 Nc6 2.Nf3 d5 3.c4 Bg4 4.Nc3 e6 
1.d4 Nf6 2.Bf4 c5 3.d5 b5 4.a4 Bb7 
1.d4 Nf6 2.Bf4 c5 3.d5 d6 4.Nc3 g6 
1.d4 Nf6 2.Bf4 c5 3.d5 e6 4.Nc3 d6 
1.d4 Nf6 2.Bf4 c5 3.e3 cxd4 4.exd4 g6 
1.d4 Nf6 2.Bf4 d5 3.e3 e6 4.c3 c5 
1.d4 Nf6 2.Bf4 e6 3.e3 c5 4.Nf3 Nc6 
1.d4 Nf6 2.Bf4 e6 3.e3 d5 4.Nd2 c5 
1.d4 Nf6 2.Bg5 d5 3.Bxf6 exf6 4.e3 c6 
1.d4 Nf6 2.Bg5 d5 3.e3 c5 4.Bxf6 gxf6 
1.d4 Nf6 2.Bg5 d5 3.e3 c6 4.Bd3 Bg4 
1.d4 Nf6 2.Bg5 e6 3.Nd2 Be7 4.e4 h6 
1.d4 Nf6 2.Bg5 e6 3.e4 h6 4.Bxf6 Qxf6 
1.d4 Nf6 2.Bg5 g6 3.Bxf6 exf6 4.e3 f5 
1.d4 Nf6 2.Nc3 d5 3.Bg5 c6 4.Bxf6 exf6 
1.d4 Nf6 2.Nf3 b6 3.Bg5 Bb7 4.Bxf6 gxf6 
1.d4 Nf6 2.Nf3 b6 3.Bg5 e6 4.e4 h6 
1.d4 Nf6 2.Nf3 b6 3.c4 Bb7 4.g3 e6 
1.d4 Nf6 2.Nf3 c5 3.d5 b5 4.Bg5 Ne4 
1.d4 Nf6 2.Nf3 c5 3.d5 e6 4.Nc3 exd5 
1.d4 Nf6 2.Nf3 c5 3.d5 g6 4.Nc3 Bg7 
1.d4 Nf6 2.Nf3 d5 3.Bf4 c5 4.e3 Nc6 
1.d4 Nf6 2.Nf3 d5 3.Bf4 c5 4.e3 cxd4 
1.d4 Nf6 2.Nf3 d5 3.Bf4 c6 4.e3 Bg4 
1.d4 Nf6 2.Nf3 d5 3.Bg5 Ne4 4.Bh4 Bf5 
1.d4 Nf6 2.Nf3 d5 3.Bg5 Ne4 4.Bh4 c5 
1.d4 Nf6 2.Nf3 d5 3.Bg5 c5 4.e3 Nc6 
1.d4 Nf6 2.Nf3 d5 3.Bg5 e6 4.e3 c5 
1.d4 Nf6 2.Nf3 d5 3.Bg5 g6 4.e3 Bg7 
1.d4 Nf6 2.Nf3 d5 3.c4 c6 4.Nc3 a6 
1.d4 Nf6 2.Nf3 d5 3.c4 e6 4.Nc3 Be7 
1.d4 Nf6 2.Nf3 d5 3.c4 e6 4.Nc3 Nbd7 
1.d4 Nf6 2.Nf3 d5 3.c4 e6 4.Nc3 c5 
1.d4 Nf6 2.Nf3 d5 3.c4 e6 4.Nc3 c6 
1.d4 Nf6 2.Nf3 d5 3.c4 e6 4.cxd5 exd5 
1.d4 Nf6 2.Nf3 d5 3.c4 e6 4.e3 Be7 
1.d4 Nf6 2.Nf3 d5 3.c4 e6 4.e3 b6 
1.d4 Nf6 2.Nf3 d5 3.c4 e6 4.e3 c5 
1.d4 Nf6 2.Nf3 d5 3.c4 e6 4.g3 Bb4 
1.d4 Nf6 2.Nf3 d5 3.c4 e6 4.g3 Be7 
1.d4 Nf6 2.Nf3 d5 3.c4 e6 4.g3 dxc4 
1.d4 Nf6 2.Nf3 d5 3.e3 Bf5 4.c4 c6 
1.d4 Nf6 2.Nf3 d5 3.e3 c5 4.c3 cxd4 
1.d4 Nf6 2.Nf3 d5 3.e3 c5 4.dxc5 e6 
1.d4 Nf6 2.Nf3 d5 3.e3 e6 4.Bd3 Bd6 
1.d4 Nf6 2.Nf3 d5 3.e3 e6 4.Bd3 b6 
1.d4 Nf6 2.Nf3 d5 3.e3 e6 4.Bd3 c5 
1.d4 Nf6 2.Nf3 d5 3.e3 e6 4.Nbd2 c5 
1.d4 Nf6 2.Nf3 d5 3.e3 g6 4.Be2 Bg7 
1.d4 Nf6 2.Nf3 e6 3.Bf4 b6 4.e3 Bb7 
1.d4 Nf6 2.Nf3 e6 3.Bf4 c5 4.e3 Be7 
1.d4 Nf6 2.Nf3 e6 3.Bf4 d5 4.e3 Bd6 
1.d4 Nf6 2.Nf3 e6 3.Bg5 c5 4.e3 cxd4 
1.d4 Nf6 2.Nf3 e6 3.Bg5 h6 4.Bh4 c5 
1.d4 Nf6 2.Nf3 e6 3.Bg5 h6 4.Bh4 d6 
1.d4 Nf6 2.Nf3 e6 3.c4 Bb4 4.Nbd2 O-O 
1.d4 Nf6 2.Nf3 e6 3.c4 b6 4.g3 Ba6 
1.d4 Nf6 2.Nf3 e6 3.c4 b6 4.g3 Bb7 
1.d4 Nf6 2.Nf3 e6 3.c4 d5 4.g3 Be7 
1.d4 Nf6 2.Nf3 e6 3.c4 d5 4.g3 Nc6 
1.d4 Nf6 2.Nf3 e6 3.e3 b6 4.Bd3 Bb7 
1.d4 Nf6 2.Nf3 e6 3.e3 c5 4.Bd3 Nc6 
1.d4 Nf6 2.Nf3 e6 3.e3 c5 4.Bd3 b6 
1.d4 Nf6 2.Nf3 e6 3.e3 c5 4.Bd3 d5 
1.d4 Nf6 2.Nf3 e6 3.e3 c5 4.Bd3 d6 
1.d4 Nf6 2.Nf3 e6 3.e3 d5 4.Bd3 Bd6 
1.d4 Nf6 2.Nf3 e6 3.g3 b5 4.Bg2 d5 
1.d4 Nf6 2.Nf3 e6 3.g3 d5 4.Bg2 Be7 
1.d4 Nf6 2.Nf3 g6 3.Bg5 Bg7 4.Nbd2 O-O 
1.d4 Nf6 2.Nf3 g6 3.Bg5 Bg7 4.Nbd2 c5 
1.d4 Nf6 2.Nf3 g6 3.Bg5 Bg7 4.Nbd2 d5 
1.d4 Nf6 2.Nf3 g6 3.Bg5 Bg7 4.c3 O-O 
1.d4 Nf6 2.Nf3 g6 3.Bg5 Bg7 4.e3 O-O 
1.d4 Nf6 2.Nf3 g6 3.Nbd2 Bg7 4.e4 d6 
1.d4 Nf6 2.Nf3 g6 3.b3 c5 4.dxc5 Qa5 
1.d4 Nf6 2.Nf3 g6 3.c4 Bg7 4.Nc3 d5 
1.d4 Nf6 2.Nf3 g6 3.c4 d6 4.Nc3 Bf5 
1.d4 Nf6 2.Nf3 g6 3.e3 Bg7 4.Be2 O-O 
1.d4 Nf6 2.Nf3 g6 3.g3 Bg7 4.Bg2 O-O 
1.d4 Nf6 2.Nf3 g6 3.g3 Bg7 4.Bg2 d5 
1.d4 Nf6 2.Nf3 g6 3.g3 b6 4.Bg2 Bb7 
1.d4 Nf6 2.c3 g6 3.Bg5 Bg7 4.Nd2 O-O 
1.d4 Nf6 2.c4 c5 3.Nf3 cxd4 4.Nxd4 e6 
1.d4 Nf6 2.c4 c5 3.d5 b5 4.Nd2 bxc4 
1.d4 Nf6 2.c4 c5 3.d5 b5 4.Nd2 g6 
1.d4 Nf6 2.c4 c5 3.d5 b5 4.Nf3 e6 
1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 
1.d4 Nf6 2.c4 c5 3.d5 d6 4.Nc3 Nbd7 
1.d4 Nf6 2.c4 c5 3.d5 e5 4.Nc3 d6 
1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 
1.d4 Nf6 2.c4 c5 3.d5 g6 4.Nc3 Bg7 
1.d4 Nf6 2.c4 c6 3.Nf3 d5 4.Nc3 e6 
1.d4 Nf6 2.c4 d6 3.Nf3 Bf5 4.Nc3 g6 
1.d4 Nf6 2.c4 e5 3.dxe5 Ng4 4.Nc3 Nc6 
1.d4 Nf6 2.c4 e5 3.dxe5 Ng4 4.e3 Nxe5 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Bg5 c5 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Nf3 O-O 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Nf3 b6 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Nf3 c5 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Nf3 d5 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 Nc6 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 O-O 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 c5 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 d5 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 d6 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.a3 Bxc3 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 b6 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 c5 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 d5 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.f3 c5 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.f3 d5 
1.d4 Nf6 2.c4 e6 3.Nc3 c5 4.d5 exd5 
1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.Nf3 Be7 
1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.Nf3 c6 
1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.cxd5 Nxd5 
1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.cxd5 exd5 
1.d4 Nf6 2.c4 e6 3.Nf3 Bb4 4.Bd2 c5 
1.d4 Nf6 2.c4 e6 3.Nf3 Bb4 4.Nbd2 O-O 
1.d4 Nf6 2.c4 e6 3.Nf3 Bb4 4.Nbd2 b6 
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.a3 Ba6 
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.a3 Bb7 
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.a3 c5 
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.e3 Bb7 
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6 
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 
1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 d6 
1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 exd5 
1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.e3 a6 
1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.g3 cxd4 
1.d4 Nf6 2.c4 e6 3.Nf3 c6 4.Nc3 d5 
1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Bg5 Be7 
1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Bg5 dxc4 
1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Bg5 h6 
1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Bb4 
1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Be7 
1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Nbd7 
1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 c5 
1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 c6 
1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 dxc4 
1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.e3 Be7 
1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.e3 a6 
1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.e3 b6 
1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.g3 Bb4 
1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.g3 Be7 
1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.g3 dxc4 
1.d4 Nf6 2.c4 e6 3.g3 Bb4 4.Bd2 Be7 
1.d4 Nf6 2.c4 e6 3.g3 Bb4 4.Bd2 Bxd2 
1.d4 Nf6 2.c4 e6 3.g3 c5 4.Nf3 cxd4 
1.d4 Nf6 2.c4 e6 3.g3 c5 4.d5 exd5 
1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 Bb4 
1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 Be7 
1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 dxc4 
1.d4 Nf6 2.c4 e6 3.g3 d5 4.Nf3 dxc4 
1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 
1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 O-O 
1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4 Bg7 
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Qb3 dxc4 
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.e3 Bg7 
1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 O-O 
1.d4 Nf6 2.c4 g6 3.f3 Nc6 4.Nc3 d5 
1.d4 Nf6 2.c4 g6 3.f3 Nc6 4.d5 Ne5 
1.d4 Nf6 2.c4 g6 3.f3 c5 4.d5 b5 
1.d4 Nf6 2.c4 g6 3.f3 d5 4.cxd5 Nxd5 
1.d4 Nf6 2.c4 g6 3.f3 e5 4.dxe5 Nh5 
1.d4 Nf6 2.c4 g6 3.g3 Bg7 4.Bg2 d5 
1.d4 Nf6 2.c4 g6 3.g3 c5 4.Nf3 Bg7 
1.d4 Nf6 2.c4 g6 3.g3 c5 4.Nf3 cxd4 
1.d4 Nf6 2.c4 g6 3.g3 c6 4.Bg2 d5 
1.d4 Nf6 2.c4 g6 3.g3 c6 4.Nf3 Bg7 
1.d4 Nf6 2.g3 d5 3.Bg2 c6 4.Nd2 Bf5 
1.d4 c5 2.d5 e5 3.e4 d6 4.Nf3 g6 
1.d4 c6 2.c4 d5 3.Nf3 Nf6 4.Nc3 e6 
1.d4 c6 2.e4 d6 3.c4 Nd7 4.Nc3 h6 
1.d4 d5 2.Bf4 Nf6 3.e3 c5 4.c3 Nc6 
1.d4 d5 2.Bf4 Nf6 3.e3 c6 4.c4 e6 
1.d4 d5 2.Bf4 c5 3.e3 Nc6 4.Nf3 Bg4 
1.d4 d5 2.Bf4 c5 3.e3 Nc6 4.c3 Nf6 
1.d4 d5 2.Bf4 e6 3.e3 Bd6 4.Bg3 Qe7 
1.d4 d5 2.Bg5 Nf6 3.Bxf6 exf6 4.e3 Bd6 
1.d4 d5 2.Bg5 c6 3.Nf3 Bg4 4.Nbd2 Nf6 
1.d4 d5 2.Bg5 c6 3.Nf3 h6 4.Bh4 Qb6 
1.d4 d5 2.Bg5 c6 3.e3 h6 4.Bh4 Qb6 
1.d4 d5 2.Bg5 h6 3.Bh4 c5 4.e3 Nc6 
1.d4 d5 2.Bg5 h6 3.Bh4 c6 4.Nf3 Qb6 
1.d4 d5 2.Bg5 h6 3.Bh4 c6 4.e3 Qb6 
1.d4 d5 2.Nc3 Nf6 3.Bg5 c6 4.Bxf6 gxf6 
1.d4 d5 2.Nc3 Nf6 3.Bg5 c6 4.e3 Bf5 
1.d4 d5 2.Nf3 Bf5 3.c4 e6 4.Nc3 Nf6 
1.d4 d5 2.Nf3 Nf6 3.Bf4 c5 4.e3 Nc6 
1.d4 d5 2.Nf3 Nf6 3.Bf4 c6 4.e3 Qb6 
1.d4 d5 2.Nf3 Nf6 3.Bf4 e6 4.e3 Bd6 
1.d4 d5 2.Nf3 Nf6 3.Bg5 Ne4 4.Bh4 c5 
1.d4 d5 2.Nf3 Nf6 3.Bg5 c6 4.e3 Qb6 
1.d4 d5 2.Nf3 Nf6 3.Bg5 g6 4.c3 Bg7 
1.d4 d5 2.Nf3 Nf6 3.c4 c6 4.Nc3 a6 
1.d4 d5 2.Nf3 Nf6 3.c4 c6 4.Nc3 dxc4 
1.d4 d5 2.Nf3 Nf6 3.c4 c6 4.Nc3 e6 
1.d4 d5 2.Nf3 Nf6 3.c4 c6 4.Qb3 dxc4 
1.d4 d5 2.Nf3 Nf6 3.c4 c6 4.e3 a6 
1.d4 d5 2.Nf3 Nf6 3.c4 c6 4.e3 e6 
1.d4 d5 2.Nf3 Nf6 3.c4 dxc4 4.Nc3 c6 
1.d4 d5 2.Nf3 Nf6 3.c4 dxc4 4.Nc3 e6 
1.d4 d5 2.Nf3 Nf6 3.c4 dxc4 4.e3 e6 
