1.Nc3 d5 2.e4 c6 3.d3 g6 4.Qe2 Bg7 
1.c4 e6 2.Nf3 Nf6 3.Nc3 b6 4.d4 Bb7 
1.c4 e6 2.Nf3 Nf6 3.Nc3 c5 4.g3 Nc6 
1.c4 e6 2.Nf3 Nf6 3.Nc3 d5 4.cxd5 exd5 
1.c4 e6 2.Nf3 Nf6 3.Nc3 d5 4.d4 Bb4 
1.c4 e6 2.Nf3 Nf6 3.Nc3 d5 4.d4 Be7 
1.c4 e6 2.Nf3 Nf6 3.d4 Bb4 4.Nbd2 O-O 
1.c4 e6 2.Nf3 Nf6 3.d4 d5 4.Nc3 Bb4 
1.c4 e6 2.Nf3 d5 3.b3 Nf6 4.Bb2 Bd6 
1.c4 e6 2.Nf3 d5 3.b3 Nf6 4.Bb2 Nbd7 
1.c4 e6 2.Nf3 d5 3.b3 c5 4.e3 Nc6 
1.c4 e6 2.Nf3 d5 3.e3 Nf6 4.b3 c6 
1.c4 e6 2.d4 Nf6 3.Nc3 Bb4 4.Bd2 O-O 
1.c4 e6 2.d4 Nf6 3.Nc3 Bb4 4.e3 Nc6 
1.c4 e6 2.d4 Nf6 3.Nf3 d5 4.Nc3 c5 
1.c4 e6 2.d4 d5 3.Nc3 Be7 4.Bf4 Nf6 
1.c4 e6 2.d4 d5 3.Nc3 Be7 4.Nf3 Nf6 
1.c4 e6 2.d4 d5 3.Nc3 Nf6 4.cxd5 exd5 
1.c4 e6 2.d4 d5 3.Nc3 c5 4.cxd5 exd5 
1.c4 e6 2.d4 d5 3.Nf3 Be7 4.Nc3 Nf6 
1.c4 e6 2.d4 d5 3.Nf3 Nf6 4.Bg5 Be7 
1.c4 e6 2.d4 d5 3.Nf3 c5 4.cxd5 exd5 
1.c4 e6 2.d4 d5 3.Nf3 c6 4.e3 Nf6 
1.c4 e6 2.g3 Nf6 3.Bg2 c5 4.Nf3 Nc6 
1.c4 e6 2.g3 Nf6 3.Bg2 d5 4.Nf3 Be7 
1.c4 e6 2.g3 d5 3.Bg2 Nf6 4.Nf3 Be7 
1.c4 e6 2.g3 d5 3.Bg2 Nf6 4.Nf3 c5 
1.c4 e6 2.g3 d5 3.Bg2 c5 4.cxd5 exd5 
1.c4 e6 2.g3 d5 3.Bg2 c6 4.Qc2 Bd6 
1.c4 e6 2.g3 d5 3.Nf3 Nf6 4.Bg2 Be7 
1.c4 e6 2.g3 f5 3.Bg2 Nf6 4.Nf3 Be7 
1.c4 f5 2.Nf3 Nf6 3.g3 e6 4.Bg2 Be7 
1.c4 f5 2.d4 Nf6 3.g3 g6 4.Bg2 Bg7 
1.c4 g6 2.Nc3 Bg7 3.Nf3 Nf6 4.g3 d6 
1.c4 g6 2.Nc3 Bg7 3.Nf3 c5 4.g3 Nc6 
1.c4 g6 2.Nc3 Bg7 3.Nf3 d6 4.d4 Nf6 
1.c4 g6 2.Nc3 Bg7 3.d4 Nf6 4.e4 d6 
1.c4 g6 2.Nc3 Bg7 3.d4 d6 4.Nf3 Nf6 
1.c4 g6 2.Nc3 Bg7 3.d4 d6 4.e4 Nf6 
1.c4 g6 2.Nc3 Bg7 3.d4 d6 4.e4 e5 
1.c4 g6 2.Nc3 Bg7 3.d4 d6 4.g3 Nf6 
1.c4 g6 2.Nc3 Bg7 3.g3 Nf6 4.Bg2 O-O 
1.c4 g6 2.Nc3 Bg7 3.g3 e5 4.Bg2 d6 
1.c4 g6 2.Nc3 Nf6 3.e4 d6 4.d4 Bg7 
1.c4 g6 2.Nc3 c5 3.g3 Bg7 4.Bg2 Nc6 
1.c4 g6 2.Nf3 Bg7 3.Nc3 d6 4.d4 Nf6 
1.c4 g6 2.Nf3 Bg7 3.Nc3 e5 4.g3 Ne7 
1.c4 g6 2.Nf3 Bg7 3.d4 d6 4.Nc3 Nf6 
1.c4 g6 2.Nf3 Bg7 3.d4 f5 4.g3 Nf6 
1.c4 g6 2.Nf3 Bg7 3.e4 e5 4.d4 d6 
1.c4 g6 2.Nf3 Bg7 3.g3 e5 4.Nc3 Nc6 
1.c4 g6 2.d4 Bg7 3.Nc3 Nf6 4.e4 O-O 
1.c4 g6 2.d4 Bg7 3.Nc3 Nf6 4.e4 d6 
1.c4 g6 2.d4 Bg7 3.Nc3 c5 4.d5 d6 
1.c4 g6 2.d4 Bg7 3.Nc3 d6 4.e4 Nf6 
1.c4 g6 2.d4 Bg7 3.Nc3 d6 4.e4 c5 
1.c4 g6 2.d4 Bg7 3.Nc3 d6 4.g3 Nc6 
1.c4 g6 2.d4 Bg7 3.Nf3 d6 4.Nc3 Nf6 
1.c4 g6 2.d4 Bg7 3.Nf3 d6 4.g3 e5 
1.c4 g6 2.d4 Nf6 3.Nc3 Bg7 4.e4 d6 
1.c4 g6 2.d4 Nf6 3.Nc3 Bg7 4.g3 c5 
1.c4 g6 2.d4 Nf6 3.Nc3 d5 4.Bf4 Bg7 
1.c4 g6 2.d4 Nf6 3.Nc3 d5 4.Nf3 Bg7 
1.c4 g6 2.d4 Nf6 3.d5 Bg7 4.Nc3 d6 
1.c4 g6 2.e4 Bg7 3.d4 d6 4.Nc3 Nc6 
1.c4 g6 2.e4 Bg7 3.d4 d6 4.Nc3 Nf6 
1.c4 g6 2.e4 Bg7 3.d4 d6 4.Nc3 e5 
1.c4 g6 2.e4 c5 3.Nf3 Bg7 4.d4 Qa5 
1.c4 g6 2.e4 c5 3.Nf3 Nc6 4.d4 cxd4 
1.c4 g6 2.e4 e5 3.Nf3 Bg7 4.d4 exd4 
1.c4 g6 2.g3 Bg7 3.Bg2 Nc6 4.Nc3 d6 
1.c4 g6 2.g3 Bg7 3.Bg2 Nf6 4.Nc3 O-O 
1.c4 g6 2.g3 Bg7 3.Bg2 c5 4.Nc3 Nc6 
1.c4 g6 2.g3 Bg7 3.Bg2 d6 4.Nc3 c5 
1.c4 g6 2.g3 Bg7 3.Bg2 d6 4.Nc3 e5 
1.c4 g6 2.g3 Bg7 3.Bg2 e5 4.Nc3 d6 
1.d4 Nf6 2.Nc3 d5 3.Bg5 g6 4.Qd2 Bg7 
1.d4 Nf6 2.Nf3 b6 3.Bg5 Bb7 4.Nbd2 c5 
1.d4 Nf6 2.Nf3 b6 3.Bg5 Bb7 4.Nbd2 g6 
1.d4 Nf6 2.Nf3 b6 3.Bg5 Bb7 4.Nc3 d5 
1.d4 Nf6 2.Nf3 b6 3.Nc3 Bb7 4.Bg5 d5 
1.d4 Nf6 2.Nf3 b6 3.Nc3 Bb7 4.Bg5 e6 
1.d4 Nf6 2.Nf3 b6 3.e3 Bb7 4.Bd3 e6 
1.d4 Nf6 2.Nf3 b6 3.g3 Bb7 4.c4 e6 
1.d4 Nf6 2.Nf3 c5 3.c3 b6 4.Bg5 Bb7 
1.d4 Nf6 2.Nf3 c5 3.d5 b5 4.Bg5 Qa5 
1.d4 Nf6 2.Nf3 c5 3.d5 b5 4.Bg5 Qb6 
1.d4 Nf6 2.Nf3 c5 3.d5 b5 4.c4 a6 
1.d4 Nf6 2.Nf3 c5 3.d5 g6 4.d6 Ne4 
1.d4 Nf6 2.Nf3 d5 3.c4 c6 4.Nc3 e6 
1.d4 Nf6 2.Nf3 d5 3.c4 c6 4.Nc3 g6 
1.d4 Nf6 2.Nf3 d5 3.c4 c6 4.cxd5 cxd5 
1.d4 Nf6 2.Nf3 d5 3.c4 c6 4.e3 e6 
1.d4 Nf6 2.Nf3 d5 3.c4 dxc4 4.e3 Bg4 
1.d4 Nf6 2.Nf3 d5 3.c4 dxc4 4.e3 e6 
1.d4 Nf6 2.Nf3 d5 3.c4 e6 4.Bg5 Bb4 
1.d4 Nf6 2.Nf3 d5 3.c4 e6 4.Bg5 Be7 
1.d4 Nf6 2.Nf3 d5 3.c4 e6 4.Bg5 c6 
1.d4 Nf6 2.Nf3 d5 3.c4 e6 4.Bg5 h6 
1.d4 Nf6 2.Nf3 d5 3.c4 e6 4.Nc3 Bb4 
1.d4 Nf6 2.Nf3 d5 3.c4 e6 4.Nc3 Be7 
1.d4 Nf6 2.Nf3 d5 3.c4 e6 4.Nc3 c5 
1.d4 Nf6 2.Nf3 d5 3.c4 e6 4.cxd5 exd5 
1.d4 Nf6 2.Nf3 d5 3.c4 e6 4.g3 dxc4 
1.d4 Nf6 2.Nf3 d5 3.g3 Bf5 4.Bg2 e6 
1.d4 Nf6 2.Nf3 d6 3.Nc3 Bg4 4.e4 c6 
1.d4 Nf6 2.Nf3 d6 3.c4 Bg4 4.Nc3 g6 
1.d4 Nf6 2.Nf3 d6 3.c4 g6 4.Nc3 Bg7 
1.d4 Nf6 2.Nf3 e6 3.Bf4 b6 4.Nbd2 Bb7 
1.d4 Nf6 2.Nf3 e6 3.Bf4 b6 4.e3 Bb7 
1.d4 Nf6 2.Nf3 e6 3.Bg5 Be7 4.Nbd2 d5 
1.d4 Nf6 2.Nf3 e6 3.Bg5 c5 4.e3 Be7 
1.d4 Nf6 2.Nf3 e6 3.Bg5 c5 4.e3 Nc6 
1.d4 Nf6 2.Nf3 e6 3.Bg5 c5 4.e3 Qb6 
1.d4 Nf6 2.Nf3 e6 3.Bg5 c5 4.e3 b6 
1.d4 Nf6 2.Nf3 e6 3.Bg5 c5 4.e3 d5 
1.d4 Nf6 2.Nf3 e6 3.Bg5 d5 4.Nbd2 Be7 
1.d4 Nf6 2.Nf3 e6 3.Bg5 d5 4.c4 c6 
1.d4 Nf6 2.Nf3 e6 3.Bg5 d5 4.e3 Be7 
1.d4 Nf6 2.Nf3 e6 3.Bg5 h6 4.Bh4 g5 
1.d4 Nf6 2.Nf3 e6 3.Bg5 h6 4.Bxf6 Qxf6 
1.d4 Nf6 2.Nf3 e6 3.c4 Bb4 4.Bd2 Qe7 
1.d4 Nf6 2.Nf3 e6 3.c4 Bb4 4.Nbd2 b6 
1.d4 Nf6 2.Nf3 e6 3.c4 b6 4.Nc3 Bb7 
1.d4 Nf6 2.Nf3 e6 3.c4 b6 4.a3 Bb7 
1.d4 Nf6 2.Nf3 e6 3.c4 b6 4.e3 Bb7 
1.d4 Nf6 2.Nf3 e6 3.c4 b6 4.g3 Ba6 
1.d4 Nf6 2.Nf3 e6 3.c4 b6 4.g3 Bb7 
1.d4 Nf6 2.Nf3 e6 3.c4 c5 4.d5 b5 
1.d4 Nf6 2.Nf3 e6 3.c4 c5 4.d5 exd5 
1.d4 Nf6 2.Nf3 e6 3.c4 c5 4.e3 d5 
1.d4 Nf6 2.Nf3 e6 3.c4 d5 4.Nc3 Be7 
1.d4 Nf6 2.Nf3 e6 3.c4 d5 4.Nc3 c5 
1.d4 Nf6 2.Nf3 e6 3.c4 d5 4.cxd5 exd5 
1.d4 Nf6 2.Nf3 e6 3.e3 b6 4.Bd3 Bb7 
1.d4 Nf6 2.Nf3 e6 3.e3 d5 4.Bd3 c5 
1.d4 Nf6 2.Nf3 e6 3.e3 d5 4.b3 c5 
1.d4 Nf6 2.Nf3 e6 3.g3 b5 4.Bg2 Bb7 
1.d4 Nf6 2.Nf3 e6 3.g3 b6 4.Bg2 Bb7 
1.d4 Nf6 2.Nf3 g6 3.Bg5 Bg7 4.Nbd2 O-O 
1.d4 Nf6 2.Nf3 g6 3.Bg5 Bg7 4.Nbd2 d5 
1.d4 Nf6 2.Nf3 g6 3.Bg5 Bg7 4.Nbd2 d6 
1.d4 Nf6 2.Nf3 g6 3.Bg5 Bg7 4.e3 Ne4 
1.d4 Nf6 2.Nf3 g6 3.c3 Bg7 4.Bg5 O-O 
1.d4 Nf6 2.Nf3 g6 3.c3 Bg7 4.Bg5 d6 
1.d4 Nf6 2.Nf3 g6 3.c4 Bg7 4.Nc3 O-O 
1.d4 Nf6 2.Nf3 g6 3.c4 Bg7 4.Nc3 c5 
1.d4 Nf6 2.Nf3 g6 3.c4 Bg7 4.Nc3 d5 
1.d4 Nf6 2.Nf3 g6 3.c4 Bg7 4.Nc3 d6 
1.d4 Nf6 2.Nf3 g6 3.c4 Bg7 4.g3 O-O 
1.d4 Nf6 2.Nf3 g6 3.c4 Bg7 4.g3 c6 
1.d4 Nf6 2.Nf3 g6 3.g3 Bg7 4.Bg2 O-O 
1.d4 Nf6 2.Nf3 g6 3.g3 Bg7 4.Bg2 d5 
1.d4 Nf6 2.Nf3 g6 3.g3 c5 4.Bg2 Bg7 
1.d4 Nf6 2.c4 b6 3.Nc3 Bb7 4.d5 e6 
1.d4 Nf6 2.c4 c5 3.Nf3 cxd4 4.Nxd4 Nc6 
1.d4 Nf6 2.c4 c5 3.Nf3 cxd4 4.Nxd4 e6 
1.d4 Nf6 2.c4 c5 3.Nf3 cxd4 4.Nxd4 g6 
1.d4 Nf6 2.c4 c5 3.Nf3 e6 4.e3 cxd4 
1.d4 Nf6 2.c4 c5 3.d5 b5 4.Nf3 g6 
1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 
1.d4 Nf6 2.c4 c5 3.d5 d6 4.Nc3 g6 
1.d4 Nf6 2.c4 c5 3.d5 e5 4.Nc3 d6 
1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 
1.d4 Nf6 2.c4 c5 3.d5 g6 4.Nc3 Bg7 
1.d4 Nf6 2.c4 c5 3.d5 g6 4.Nc3 d6 
1.d4 Nf6 2.c4 c5 3.e3 g6 4.Nf3 Bg7 
1.d4 Nf6 2.c4 c6 3.Nc3 d5 4.Nf3 dxc4 
1.d4 Nf6 2.c4 c6 3.Nc3 d5 4.cxd5 cxd5 
1.d4 Nf6 2.c4 d5 3.Nf3 e6 4.Bg5 h6 
1.d4 Nf6 2.c4 d6 3.Nc3 Nbd7 4.Bg5 h6 
1.d4 Nf6 2.c4 d6 3.Nc3 Nbd7 4.Nf3 e5 
1.d4 Nf6 2.c4 d6 3.Nc3 Nbd7 4.e4 e5 
1.d4 Nf6 2.c4 d6 3.Nc3 Nbd7 4.e4 g6 
1.d4 Nf6 2.c4 d6 3.Nc3 Nbd7 4.g3 e5 
1.d4 Nf6 2.c4 d6 3.Nc3 e5 4.Nf3 Nbd7 
1.d4 Nf6 2.c4 d6 3.Nc3 e5 4.d5 Be7 
1.d4 Nf6 2.c4 d6 3.Nc3 e5 4.d5 g6 
1.d4 Nf6 2.c4 d6 3.Nc3 e5 4.dxe5 dxe5 
1.d4 Nf6 2.c4 d6 3.Nc3 e5 4.e4 exd4 
1.d4 Nf6 2.c4 d6 3.Nc3 g6 4.e4 Bg7 
1.d4 Nf6 2.c4 d6 3.Nc3 g6 4.g3 Bg7 
1.d4 Nf6 2.c4 d6 3.Nf3 g6 4.Nc3 Bg7 
1.d4 Nf6 2.c4 d6 3.Nf3 g6 4.g3 Bg7 
1.d4 Nf6 2.c4 d6 3.f4 c6 4.Nc3 Bf5 
1.d4 Nf6 2.c4 e5 3.dxe5 Ne4 4.Nf3 Bb4 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Bg5 c5 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Bg5 h6 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Nf3 O-O 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Nf3 c5 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 O-O 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 c5 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 d5 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qc2 d6 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.a3 Bxc3 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 Nc6 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 O-O 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 b6 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 c5 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.e3 d5 
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.f3 d5 
1.d4 Nf6 2.c4 e6 3.Nc3 c5 4.d5 exd5 
1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.Bg5 Be7 
1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.Bg5 c6 
1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.Nf3 Be7 
1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.Nf3 c5 
1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.Nf3 c6 
1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.cxd5 Nxd5 
1.d4 Nf6 2.c4 e6 3.Nc3 d5 4.cxd5 exd5 
1.d4 Nf6 2.c4 e6 3.Nf3 Bb4 4.Bd2 Bxd2 
1.d4 Nf6 2.c4 e6 3.Nf3 Bb4 4.Bd2 Qe7 
1.d4 Nf6 2.c4 e6 3.Nf3 Bb4 4.Nbd2 O-O 
1.d4 Nf6 2.c4 e6 3.Nf3 Bb4 4.Nbd2 b6 
1.d4 Nf6 2.c4 e6 3.Nf3 Bb4 4.Nbd2 d5 
1.d4 Nf6 2.c4 e6 3.Nf3 Bb4 4.Nc3 b6 
1.d4 Nf6 2.c4 e6 3.Nf3 Bb4 4.Nc3 c5 
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb4 
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.a3 Ba6 
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.a3 Bb7 
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.a3 c5 
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.e3 Bb7 
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6 
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb4 
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 
1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.Nc3 cxd4 
1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 exd5 
1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Bg5 Bb4 
1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Bg5 Be7 
1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Bg5 h6 
1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Bb4 
1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Be7 
1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 Nbd7 
1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 c5 
1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 c6 
1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.Nc3 dxc4 
1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.cxd5 exd5 
1.d4 Nf6 2.c4 e6 3.Nf3 d5 4.g3 dxc4 
1.d4 Nf6 2.c4 e6 3.g3 Bb4 4.Bd2 Bxd2 
1.d4 Nf6 2.c4 e6 3.g3 c5 4.Nf3 b6 
1.d4 Nf6 2.c4 e6 3.g3 c5 4.d5 exd5 
1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 Be7 
1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 dxc4 
1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Bf4 d6 
1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Bg5 c5 
1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 O-O 
1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.Nf3 d6 
1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 O-O 
1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.e4 d6 
1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.g3 O-O 
1.d4 Nf6 2.c4 g6 3.Nc3 Bg7 4.g3 d5 
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4 Bg7 
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bg5 Ne4 
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Qb3 dxc4 
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.e3 Bg7 
1.d4 Nf6 2.c4 g6 3.Nf3 Bg7 4.g3 O-O 
1.d4 Nf6 2.c4 g6 3.d5 Bg7 4.Nc3 O-O 
1.d4 Nf6 2.c4 g6 3.d5 Bg7 4.g3 c6 
1.d4 Nf6 2.c4 g6 3.g3 Bg7 4.Bg2 O-O 
1.d4 Nf6 2.c4 g6 3.g3 Bg7 4.Bg2 d5 
1.d4 Nf6 2.c4 g6 3.g3 c5 4.d5 d6 
1.d4 Nf6 2.c4 g6 3.g3 c6 4.Bg2 d5 
1.d4 b5 2.e4 Bb7 3.f3 a6 4.Be3 e6 
1.d4 c5 2.d5 d6 3.c4 g6 4.Nc3 Bg7 
1.d4 d5 2.Nc3 c6 3.e4 dxe4 4.Nxe4 Bf5 
1.d4 d5 2.Nf3 Nf6 3.Bf4 g6 4.h3 c5 
1.d4 d5 2.Nf3 Nf6 3.Bg5 Nbd7 4.c4 Ne4 
1.d4 d5 2.Nf3 Nf6 3.c4 dxc4 4.Nc3 e6 
1.d4 d5 2.Nf3 Nf6 3.c4 dxc4 4.e3 Bg4 
1.d4 d5 2.Nf3 Nf6 3.c4 dxc4 4.e3 c5 
1.d4 d5 2.Nf3 Nf6 3.c4 dxc4 4.e3 e6 
1.d4 d5 2.Nf3 Nf6 3.e3 c5 4.Nbd2 Nbd7 
1.d4 d5 2.Nf3 Nf6 3.e3 c5 4.b3 Bg4 
1.d4 d5 2.Nf3 c5 3.c4 e6 4.cxd5 exd5 
1.d4 d5 2.Nf3 c6 3.c4 Nf6 4.Nc3 e6 
1.d4 d5 2.Nf3 e6 3.Bg5 Be7 4.Bxe7 Qxe7 
1.d4 d5 2.Nf3 e6 3.c4 Be7 4.Nc3 Nf6 
1.d4 d5 2.Nf3 e6 3.c4 Nf6 4.Bg5 h6 
1.d4 d5 2.Nf3 e6 3.e3 Nf6 4.Bd3 c5 
1.d4 d5 2.c4 Nc6 3.Nc3 dxc4 4.e3 Nf6 
1.d4 d5 2.c4 c5 3.e3 e6 4.Nc3 dxc4 
1.d4 d5 2.c4 c6 3.Nc3 Nf6 4.Nf3 dxc4 
1.d4 d5 2.c4 c6 3.Nc3 Nf6 4.Nf3 e6 
1.d4 d5 2.c4 c6 3.Nc3 Nf6 4.cxd5 cxd5 
1.d4 d5 2.c4 c6 3.Nc3 Nf6 4.e3 e6 
1.d4 d5 2.c4 c6 3.Nc3 Nf6 4.e3 g6 
1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 dxc4 
1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.Nc3 e6 
1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.cxd5 cxd5 
1.d4 d5 2.c4 c6 3.Nf3 Nf6 4.e3 e6 
1.d4 d5 2.c4 c6 3.cxd5 cxd5 4.Nc3 Nf6 
1.d4 d5 2.c4 dxc4 3.Nc3 e5 4.e3 exd4 
1.d4 d5 2.c4 dxc4 3.Nc3 e6 4.e4 c5 
1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.Nc3 a6 
1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.Nc3 c6 
1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.Qa4 Nc6 
1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 Bg4 
1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 a6 
1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 c5 
1.d4 d5 2.c4 dxc4 3.Nf3 Nf6 4.e3 e6 
1.d4 d5 2.c4 dxc4 3.Nf3 a6 4.e3 Bg4 
1.d4 d5 2.c4 dxc4 3.e4 Nf6 4.Nc3 e5 
1.d4 d5 2.c4 dxc4 3.e4 Nf6 4.e5 Nd5 
1.d4 d5 2.c4 e5 3.dxe5 d4 4.Nf3 Nc6 
1.d4 d5 2.c4 e5 3.dxe5 d4 4.e4 Nc6 
1.d4 d5 2.c4 e6 3.Nc3 Be7 4.Bf4 Nf6 
1.d4 d5 2.c4 e6 3.Nc3 Be7 4.Nf3 Nf6 
1.d4 d5 2.c4 e6 3.Nc3 Be7 4.cxd5 exd5 
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 exd5 
1.d4 d5 2.c4 e6 3.Nc3 c6 4.Nf3 Be7 
1.d4 d5 2.c4 e6 3.Nc3 c6 4.Nf3 Nf6 
1.d4 d5 2.c4 e6 3.Nc3 c6 4.Nf3 dxc4 
1.d4 d5 2.c4 e6 3.Nc3 c6 4.cxd5 exd5 
1.d4 d5 2.c4 e6 3.Nc3 c6 4.e3 Nd7 
1.d4 d5 2.c4 e6 3.Nc3 c6 4.e3 Nf6 
1.d4 d5 2.c4 e6 3.Nf3 Be7 4.Nc3 Nf6 
1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Bg5 Bb4 
1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Bg5 Be7 
1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Bg5 h6 
1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.Nc3 Be7 
1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.cxd5 exd5 
1.d4 d5 2.c4 e6 3.Nf3 c5 4.cxd5 exd5 
1.d4 d5 2.c4 e6 3.Nf3 c6 4.Nc3 Nf6 
1.d4 d6 2.Nf3 Nf6 3.b3 g6 4.g3 Bg7 
1.d4 d6 2.Nf3 g6 3.e4 Bg7 4.c3 Nd7 
1.d4 d6 2.c4 g6 3.Nc3 Bg7 4.Nf3 Nf6 
1.d4 d6 2.e4 Nd7 3.Nf3 c6 4.Bc4 b5 
1.d4 d6 2.g3 f5 3.Bg2 Nf6 4.Nf3 g6 
1.d4 e6 2.Nf3 Nf6 3.c4 b6 4.Nc3 Bb7 
1.d4 e6 2.Nf3 c5 3.g3 cxd4 4.Nxd4 Nc6 
1.d4 e6 2.Nf3 c5 3.g3 cxd4 4.Nxd4 Nf6 
1.d4 e6 2.Nf3 d5 3.g3 Nf6 4.Bg2 Nbd7 
1.d4 e6 2.Nf3 f5 3.Bf4 Nf6 4.e3 Be7 
1.d4 e6 2.Nf3 f5 3.g3 Nf6 4.Bg2 Be7 
1.d4 e6 2.Nf3 f5 3.g3 Nf6 4.Bg2 b5 
1.d4 e6 2.c4 Bb4 3.Bd2 Qe7 4.Nc3 Nf6 
1.d4 e6 2.c4 Bb4 3.Nc3 Nf6 4.e3 O-O 
1.d4 e6 2.c4 Bb4 3.Nc3 Nf6 4.e3 c5 
1.d4 e6 2.c4 Bb4 3.Nc3 c5 4.Nf3 Nf6 
1.d4 e6 2.c4 Bb4 3.Nc3 f5 4.Nf3 Nf6 
1.d4 e6 2.c4 Nf6 3.Nc3 Bb4 4.e3 O-O 
1.d4 e6 2.c4 Nf6 3.Nc3 d5 4.Bg5 c5 
1.d4 e6 2.c4 Nf6 3.Nc3 d5 4.cxd5 exd5 
1.d4 e6 2.c4 Nf6 3.Nf3 Bb4 4.Bd2 Qe7 
1.d4 e6 2.c4 Nf6 3.Nf3 b6 4.g3 Ba6 
1.d4 e6 2.c4 Nf6 3.Nf3 b6 4.g3 Bb7 
